region,district,district_short,type,type_short,name,latitude,longitude,is_district_shown
Краснодарский край,Красноармейский район,Красноармейский р‑н,станица,ст‑ца,Старонижестеблиевская,45.37528,38.44472,1
Краснодарский край,Красноармейский район,Красноармейский р‑н,хутор,х.,Сурово,45.185139,38.2412,1
Краснодарский край,Красноармейский район,Красноармейский р‑н,хутор,х.,Телегин,45.28111,38.24333,1
Краснодарский край,Красноармейский район,Красноармейский р‑н,хутор,х.,Тиховский,45.19222,38.22333,1
Краснодарский край,Красноармейский район,Красноармейский р‑н,хутор,х.,Трудобеликовский,45.26694,38.16,1
Краснодарский край,Красноармейский район,Красноармейский р‑н,хутор,х.,Турковский,45.2319056,38.1760306,1
Краснодарский край,Красноармейский район,Красноармейский р‑н,станица,ст‑ца,Чебургольская,45.5575,38.09167,1
Краснодарский край,Красноармейский район,Красноармейский р‑н,хутор,х.,Чигрина,45.2382139,38.1705361,1
Краснодарский край,Красноармейский район,Красноармейский р‑н,посёлок,п.,Элитный,45.3342917,38.129694,1
Краснодарский край,Крыловский район,Крыловский р‑н,посёлок,п.,Водораздельный,46.4706917,40.021825,1
Краснодарский край,Крыловский район,Крыловский р‑н,село,с.,Грузское,46.41306,40.19778,1
Краснодарский край,Крыловский район,Крыловский р‑н,хутор,х.,Ея,46.2866222,40.1821861,1
Краснодарский край,Крыловский район,Крыловский р‑н,посёлок,п.,Запрудный,46.2490694,39.997389,1
Краснодарский край,Крыловский район,Крыловский р‑н,село,с.,Ириновка,46.54,40.00722,1
Краснодарский край,Крыловский район,Крыловский р‑н,хутор,х.,Казачий,46.3053083,40.1267,1
Краснодарский край,Крыловский район,Крыловский р‑н,хутор,х.,Калинин,46.5313528,40.1842,1
Краснодарский край,Крыловский район,Крыловский р‑н,посёлок,п.,Ключевой,46.479611,39.8883639,1
Краснодарский край,Крыловский район,Крыловский р‑н,посёлок,п.,Ковалёвка,46.2450194,40.0887111,1
Краснодарский край,Крыловский район,Крыловский р‑н,село,с.,Красногоровка,46.54028,40.04222,1
Краснодарский край,Крыловский район,Крыловский р‑н,станица,ст‑ца,Крыловская,46.31667,39.97222,1
Краснодарский край,Крыловский район,Крыловский р‑н,станица,ст‑ца,Кугоейская,46.533528,40.096194,1
Краснодарский край,Крыловский район,Крыловский р‑н,хутор,х.,Лобова Балка,46.3805167,40.2044278,1
Краснодарский край,Крыловский район,Крыловский р‑н,станица,ст‑ца,Новопашковская,46.4,40.06667,1
Краснодарский край,Крыловский район,Крыловский р‑н,станица,ст‑ца,Новосергиевская,46.46667,39.93333,1
Краснодарский край,Крыловский район,Крыловский р‑н,посёлок,п.,Обильный,46.2488306,39.9283806,1
Краснодарский край,Крыловский район,Крыловский р‑н,станица,ст‑ца,Октябрьская,46.285,39.75611,1
Краснодарский край,Крыловский район,Крыловский р‑н,посёлок,п.,отделения № 1 совхоза «Новосергиевское»,46.5188361,39.7654639,1
Краснодарский край,Крыловский район,Крыловский р‑н,посёлок,п.,[отделения № 2 совхоза «Новосергиевское»,46.4894417,39.7589389,1
Краснодарский край,Крыловский район,Крыловский р‑н,посёлок,п.,отделения № 5 совхоза «Новосергиевское»,46.4695194,40.0878444,1
Краснодарский край,Крыловский район,Крыловский р‑н,посёлок,п.,отделения № 6 совхоза «Новосергиевское»,46.4438917,39.8238278,1
Краснодарский край,Крыловский район,Крыловский р‑н,хутор,х.,Подкугоейский,46.53528,40.03806,1
Краснодарский край,Крыловский район,Крыловский р‑н,посёлок,п.,Решетиловский,46.2432389,40.1544028,1
Краснодарский край,Крыловский район,Крыловский р‑н,хутор,х.,Роккель,46.5349083,40.0578583,1
Краснодарский край,Крыловский район,Крыловский р‑н,хутор,х.,Сборный,46.2438417,39.7738917,1
Краснодарский край,Крыловский район,Крыловский р‑н,хутор,х.,Сиротино,46.4778139,40.2275778,1
Краснодарский край,Крыловский район,Крыловский р‑н,хутор,х.,Тверской,46.413806,40.2596361,1
Краснодарский край,Крыловский район,Крыловский р‑н,посёлок,п.,Темп,46.2545472,39.85285,1
Краснодарский край,Крыловский район,Крыловский р‑н,хутор,х.,Тимашёвка,46.5320639,39.98885,1
Краснодарский край,Крыловский район,Крыловский р‑н,село,с.,Шевченковское,46.2893083,40.2705111,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Адагум,45.1,37.73333,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Аккерменка,45.0079306,37.6806583,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Анапский,45.07028,37.75694,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Армянский,44.8618861,37.9940389,1
Краснодарский край,Крымский район,Крымский р‑н,село,с.,Баранцовское,45.0594389,37.6628694,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Безводный,45.005,37.82194,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Борисовский,45.0418167,37.9211139,1
Краснодарский край,Крымский район,Крымский р‑н,станица,ст‑ца,Варениковская,45.11667,37.65,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Верхнеадагум,44.8798556,37.919611,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Верхняя Ставрополька,44.8645639,38.0732528,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Весёлый,45.09055,37.7647333,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Весёлый,44.9471917,38.1008222,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Весёлый,44.9924,37.9892417,1
Краснодарский край,Крымский район,Крымский р‑н,посёлок,п.,Виноградный,44.978833,37.9143583,1
Краснодарский край,Крымский район,Крымский р‑н,село,с.,Гвардейское,45.1270639,37.8729472,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Гапоновский,44.793475,37.953,1
Краснодарский край,Крымский район,Крымский р‑н,станица,ст‑ца,Гладковская,44.985148,37.726622,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Горновесёлый,44.9092528,37.8963556,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Даманка,44.9679417,37.787556,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Долгождановский,44.9669028,37.8189528,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Евсеевский,45.0453028,38.1459917,1
Краснодарский край,Крымский район,Крымский р‑н,посёлок,п.,Жемчужный,44.872528,37.790056,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Западный,45.147675,38.0602056,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Калиновка Первая,45.0714,37.8708,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Калиновка Вторая,45.07111,37.87139,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Карла Маркса,45.06722,37.85556,1
Краснодарский край,Крымский район,Крымский р‑н,село,с.,Кеслерово,45.0608722,37.8210389,1
Краснодарский край,Крымский район,Крымский р‑н,село,с.,Киевское,45.03556,37.88806,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Красная Батарея,45.086863,37.784894,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Красный,44.979475,37.84005,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Красный,44.9808806,38.0472111,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Красный Октябрь,45.04335,37.7719417,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Кубанская Колонка,45.0825194,37.6731611,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Кувичинский,45.0647722,38.1851278,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Ленинский,45.0743167,37.8508583,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Ленинский,44.9155972,37.8942972,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Львовский,45.003361,37.8606417,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Майоровский,44.928225,38.10695,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Меккерстук,44.9147639,37.8686583,1
Краснодарский край,Крымский район,Крымский р‑н,село,с.,Мерчанское,44.9489528,38.130639,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Милютинский,44.9950778,37.8079417,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Мова,44.9728389,38.1031722,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Могукоровский,45.1531611,38.203028,1
Краснодарский край,Крымский район,Крымский р‑н,село,с.,Молдаванское,44.9438861,37.8699194,1
Краснодарский край,Крымский район,Крымский р‑н,станица,ст‑ца,Неберджаевская,44.83333,37.9,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Некрасовский,45.0700417,37.9077944,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Непиль,45.0530861,37.7455083,1
Краснодарский край,Крымский район,Крымский р‑н,посёлок,п.,Нефтепромысел,45.055275,37.795975,1
Краснодарский край,Крымский район,Крымский р‑н,посёлок,п.,Нефтепромысловый,45.0647611,37.7081806,1
Краснодарский край,Крымский район,Крымский р‑н,станица,ст‑ца,Нижнебаканская,44.86589,37.86317,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Нижняя Ставрополька,44.8830861,38.074333,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Никитинский,45.00028,37.86861,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Новокалиновка,45.03833,37.72583,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Новокрымский,44.9336472,37.7974778,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Новомихайловский,45.04083,37.69028,1
Краснодарский край,Крымский район,Крымский р‑н,село,с.,Новопокровское,45.0431972,37.6494,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Новотроицкий,45.032825,38.0144944,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Новоукраинский,44.8917583,38.050175,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Новый,44.9984806,37.8865972,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Ольховский,45.0443806,37.968175,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Орджоникидзе,44.9694833,37.7652056,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Павловский,45.0747389,37.7736611,1
Краснодарский край,Крымский район,Крымский р‑н,посёлок,п.,Первенец,44.9209639,37.8791889,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Плавненский,45.0335389,37.9345722,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Плавни,45.0653139,38.0711889,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Подгорный,44.9533167,37.8048917,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Пролетарский,45.05139,37.75583,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Прохладный,44.9787444,37.7985083,1
Краснодарский край,Крымский район,Крымский р‑н,село,с.,Русское,44.9586583,37.8398194,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Садовый,45.0158389,37.7503139,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Садовый,45.015375,37.906833,1
Краснодарский край,Крымский район,Крымский р‑н,посёлок,п.,Саук‑Дере,44.9035417,37.8885722,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Свет,45.0574611,37.6529056,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Свобода,44.9545139,37.9023028,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Семенцовка,44.8382722,38.0067417,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Тетерятник,45.1421306,37.8420472,1
Краснодарский край,Крымский район,Крымский р‑н,станица,ст‑ца,Троицкая,45.1347694,38.122528,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Трудовой,45.01778,37.83278,1
Краснодарский край,Крымский район,Крымский р‑н,село,с.,Ударное,45.06056,37.86028,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Урма,45.14115,37.89075,1
Краснодарский край,Крымский район,Крымский р‑н,село,с.,Фадеево,45.066361,37.5544889,1
Краснодарский край,Крымский район,Крымский р‑н,посёлок ж.д. разъезда,п.жд.рзд.,Чекон,45.127639,37.525083,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Черноморский,44.9979361,38.031075,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Шептальский,44.8710111,38.0175583,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Шибик,44.84694,38.04028,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Школьный,45.0345639,37.6174944,1
Краснодарский край,Крымский район,Крымский р‑н,село,с.,Экономическое,44.9914139,37.9409861,1
Краснодарский край,Крымский район,Крымский р‑н,посёлок,п.,Южный,45.025889,38.0815944,1
Краснодарский край,Крымский район,Крымский р‑н,хутор,х.,Ястребовский,44.928528,38.1281083,1
Краснодарский край,Курганинский район,Курганинский р‑н,посёлок,п.,Андрее‑Дмитриевский,44.9504083,40.8427194,1
Краснодарский край,Курганинский район,Курганинский р‑н,посёлок,п.,Весёлый,44.957972,40.5334028,1
Краснодарский край,Курганинский район,Курганинский р‑н,станица,ст‑ца,Воздвиженская,45.12778,40.15167,1
Краснодарский край,Курганинский район,Курганинский р‑н,посёлок,п.,Восточный,45.0249806,40.7486194,1
Краснодарский край,Курганинский район,Курганинский р‑н,посёлок,п.,Высокий,44.78556,40.91056,1
Краснодарский край,Курганинский район,Курганинский р‑н,посёлок,п.,Комсомольский,45.0498472,40.6598361,1
Краснодарский край,Курганинский район,Курганинский р‑н,станица,ст‑ца,Константиновская,44.83139,40.725,1
Краснодарский край,Курганинский район,Курганинский р‑н,хутор,х.,Кочергин,44.9359528,40.7874389,1
Краснодарский край,Курганинский район,Курганинский р‑н,хутор,х.,Красное Знамя,45.007175,40.5239583,1
Краснодарский край,Курганинский район,Курганинский р‑н,посёлок,п.,Красное Поле,44.901325,40.6916056,1
Краснодарский край,Курганинский район,Курганинский р‑н,посёлок,п.,Красный,45.0381194,40.5651556,1
Краснодарский край,Курганинский район,Курганинский р‑н,город,г.,Курганинск,44.88333,40.6,1
Краснодарский край,Курганинский район,Курганинский р‑н,посёлок,п.,Лучезарный,44.9847806,40.4554694,1
Краснодарский край,Курганинский район,Курганинский р‑н,посёлок,п.,Мира,45.0281806,40.7161417,1
Краснодарский край,Курганинский район,Курганинский р‑н,хутор,х.,Михайлов,44.9499194,40.828475,1
Краснодарский край,Курганинский район,Курганинский р‑н,станица,ст‑ца,Михайловская,44.9959,40.5995,1
Краснодарский край,Курганинский район,Курганинский р‑н,станица,ст‑ца,Новоалексеевская,44.8251,40.9182,1
Краснодарский край,Курганинский район,Курганинский р‑н,посёлок,п.,Октябрьский,45.0722306,40.7082444,1
Краснодарский край,Курганинский район,Курганинский р‑н,посёлок,п.,Первомайский,45.1093972,40.5889611,1
Краснодарский край,Курганинский район,Курганинский р‑н,станица,ст‑ца,Петропавловская,45.0782722,40.4516333,1
Краснодарский край,Курганинский район,Курганинский р‑н,станица,ст‑ца,Родниковская,44.7647806,40.6606778,1
Краснодарский край,Курганинский район,Курганинский р‑н,хутор,х.,Светлая Заря,44.9597194,40.7389528,1
Краснодарский край,Курганинский район,Курганинский р‑н,хутор,х.,Свобода,44.9159639,40.7410444,1
Краснодарский край,Курганинский район,Курганинский р‑н,посёлок,п.,Северный,45.1056472,40.6552833,1
Краснодарский край,Курганинский район,Курганинский р‑н,посёлок,п.,Северный,45.1247889,40.502475,1
Краснодарский край,Курганинский район,Курганинский р‑н,хутор,х.,Сеятель,44.9509028,40.5437028,1
Краснодарский край,Курганинский район,Курганинский р‑н,посёлок,п.,Степной,44.8856194,40.8212,1
Краснодарский край,Курганинский район,Курганинский р‑н,хутор,х.,Сухой Кут,45.1248556,40.2124667,1
Краснодарский край,Курганинский район,Курганинский р‑н,станица,ст‑ца,Темиргоевская,45.11667,40.28139,1
Краснодарский край,Курганинский район,Курганинский р‑н,село,с.,Урмия,44.85444,40.85861,1
Краснодарский край,Курганинский район,Курганинский р‑н,посёлок,п.,Щебенозаводской,44.9266167,40.8408583,1
Краснодарский край,Курганинский район,Курганинский р‑н,хутор,х.,Южный,44.992825,40.4817278,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,село,с.,Александровка,46.6416056,39.7579556,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,село,с.,Алексеевское,46.751694,39.7117056,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,хутор,х.,Благополучненский,46.675,39.44167,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,хутор,х.,Большая Лопатина,46.64444,39.57833,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,село,с.,Братское,46.6854083,40.001917,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,хутор,х.,Водяная Балка,46.72556,39.60417,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,хутор,х.,Водяная Балка,46.73083,39.65222,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,хутор,х.,Водянский,46.77889,39.50583,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,хутор,х.,Воровского,46.6565,39.5871528,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,хутор,х.,Восточный,46.5977472,39.5507611,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,хутор,х.,Глебовка,46.6431556,39.991194,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,хутор,х.,Гослесопитомник,46.65583,39.75167,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,хутор,х.,Гудко‑Лиманский,46.619278,39.434375,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,посёлок,п.,Заветы Ильича,46.4974972,39.4412,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,посёлок,п.,Заводской,46.6354556,39.4693917,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,хутор,х.,Звёздочка,46.7756917,39.5725806,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,хутор,х.,Зелёная Роща,46.7604778,39.8103306,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,хутор,х.,Знамя Коммунизма,46.4652167,39.5475028,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,село,с.,Ивано‑Слюсаревское,46.6584306,39.751525,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,село,с.,Ильинское,46.66667,39.83333,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,хутор,х.,Исаевский,46.7111694,39.5225611,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,хутор,х.,Калининский,46.6969,39.2880111,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,хутор,х.,Картушина Балка,46.6276,39.62389,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,посёлок,п.,Кисляковка,46.392725,39.6029556,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,станица,ст‑ца,Кисляковская,46.43417,39.67778,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,посёлок,п.,Коммунар,46.53056,39.94472,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,посёлок,п.,Комсомольский,46.4974972,39.3893583,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,посёлок,п.,Красная Заря,46.4354694,39.5332611,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,хутор,х.,Красная Поляна,46.65778,39.37028,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,хутор,х.,Красная Слободка,46.7428028,39.9217361,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,село,с.,Красное,46.73028,39.56056,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,хутор,х.,Красное,46.730416,39.583149,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,хутор,х.,Красный,46.7696639,39.2959639,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,хутор,х.,Красный,46.5968972,39.4023806,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,хутор,х.,Крутоярский,46.76472,39.9840694,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,посёлок,п.,Кубанец,46.4542944,39.3615111,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,станица,ст‑ца,Кущёвская,46.56556,39.62889,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,хутор,х.,Лопатина,46.64361,39.6,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,хутор,х.,Майский,46.7928861,39.3644806,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,посёлок,п.,Мирный,46.6135139,39.840325,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,посёлок,п.,Набережный,46.5902667,39.4522278,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,хутор,х.,Нардегин,46.591925,39.47935,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,хутор,х.,Нижнеглебовка,46.65,39.89194,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,хутор,х.,Новобатайский,46.6819972,39.8591917,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,хутор,х.,Нововысоченский,46.78472,39.48472,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,село,с.,Новоивановское,46.55389,39.77167,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,село,с.,Новомихайловское,46.54028,39.85583,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,хутор,х.,Новостепнянский,46.69306,39.52472,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,хутор,х.,Новый Урожай,46.6776139,39.5537194,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,хутор,х.,Объездная Балка,46.675889,39.6784639,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,посёлок,п.,Октябрьский,46.33935,39.60745,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,хутор,х.,Осенний,46.6512083,39.9503472,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,посёлок,п.,Первомайский,46.4764472,39.5744111,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,хутор,х.,Первомайский,46.6180944,39.4683639,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,хутор,х.,Пионер,46.61694,39.48528,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,хутор,х.,Подшкуринский,46.605889,39.3694222,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,хутор,х.,Пролетарский,46.39167,39.537917,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,хутор,х.,Полтавский,46.7030306,39.7307556,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,село,с.,Полтавченское,46.7301833,40.0164861,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,село,с.,Раздольное,46.7118917,39.665525,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,посёлок,п.,Ровный,46.6091222,40.001917,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,посёлок,п.,Садовый,46.6221333,39.7382444,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,посёлок,п.,Северный,46.6751222,39.5717028,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,хутор,х.,Семёновка,46.6655222,39.7288667,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,хутор,х.,Серебрянка,46.7257111,40.0988861,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,хутор,х.,Средние Чубурки,46.725,39.33722,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,село,с.,Степное,46.64975,39.6750111,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,село,с.,Таврическое,46.6882583,39.4784083,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,хутор,х.,Тауруп Второй,46.7416139,39.5255944,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,хутор,х.,Тауруп Первый,46.7583694,39.5245639,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,хутор,х.,Федорянка,46.538816666667,39.945480555556,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,хутор,х.,Цукерова Балка,46.76944,39.65944,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,хутор,х.,Чекуновка,46.5359944,39.9285028,1
Краснодарский край,Кущёвский район,Кущёвский р‑н,станица,ст‑ца,Шкуринская,46.585,39.36389,1
Краснодарский край,Лабинский район,Лабинский р‑н,станица,ст‑ца,Ахметовская,44.14972,41.05139,1
Краснодарский край,Лабинский район,Лабинский р‑н,хутор,х.,Бочаров,44.6756361,41.0597167,1
Краснодарский край,Лабинский район,Лабинский р‑н,хутор,х.,Братский,44.7079639,41.0442667,1
Краснодарский край,Лабинский район,Лабинский р‑н,посёлок,п.,Весёлый,44.49639,41.08667,1
Краснодарский край,Лабинский район,Лабинский р‑н,хутор,х.,Весёлый,44.4759306,40.9101222,1
Краснодарский край,Лабинский район,Лабинский р‑н,станица,ст‑ца,Владимирская,44.54444,40.80417,1
Краснодарский край,Лабинский район,Лабинский р‑н,станица,ст‑ца,Вознесенская,44.55028,41.02528,1
Краснодарский край,Лабинский район,Лабинский р‑н,село,с.,Горное,44.11306,41.08667,1
Краснодарский край,Лабинский район,Лабинский р‑н,село,с.,Гофицкое,44.25,40.96667,1
Краснодарский край,Лабинский район,Лабинский р‑н,станица,ст‑ца,Ерёминская,44.59722,41.00667,1
Краснодарский край,Лабинский район,Лабинский р‑н,хутор,х.,Заря,44.61235,41.1352,1
Краснодарский край,Лабинский район,Лабинский р‑н,станица,ст‑ца,Зассовская,44.43222,40.81472,1
Краснодарский край,Лабинский район,Лабинский р‑н,станица,ст‑ца,Каладжинская,44.30917,40.90694,1
Краснодарский край,Лабинский район,Лабинский р‑н,посёлок,п.,Красный,44.5392361,41.1559889,1
Краснодарский край,Лабинский район,Лабинский р‑н,хутор,х.,Лобода,44.7450639,40.8191583,1
Краснодарский край,Лабинский район,Лабинский р‑н,хутор,х.,Лукин,44.6479306,41.0912306,1
Краснодарский край,Лабинский район,Лабинский р‑н,посёлок,п.,Луч,44.6452611,40.8428667,1
Краснодарский край,Лабинский район,Лабинский р‑н,посёлок,п.,Мирный,44.588861,40.8977972,1
Краснодарский край,Лабинский район,Лабинский р‑н,хутор,х.,Некрасов,44.6837611,41.054225,1
Краснодарский край,Лабинский район,Лабинский р‑н,посёлок,п.,Новолабинский,44.67333,40.90806,1
Краснодарский край,Лабинский район,Лабинский р‑н,село,с.,Новый Мир,44.3194806,41.0059139,1
Краснодарский край,Лабинский район,Лабинский р‑н,станица,ст‑ца,Отважная,44.2400028,41.0414,1
Краснодарский край,Лабинский район,Лабинский р‑н,хутор,х.,Первая Синюха,44.64861,41.07278,1
Краснодарский край,Лабинский район,Лабинский р‑н,посёлок,п.,Подгорный,44.4324194,40.9242333,1
Краснодарский край,Лабинский район,Лабинский р‑н,хутор,х.,Привольный,44.4968361,40.883722,1
Краснодарский край,Лабинский район,Лабинский р‑н,посёлок,п.,Розовый,44.4833694,41.0358833,1
Краснодарский край,Лабинский район,Лабинский р‑н,хутор,х.,Северный,44.6179556,40.9249028,1
Краснодарский край,Лабинский район,Лабинский р‑н,хутор,х.,Сельский Пахарь,44.540167,41.0934556,1
Краснодарский край,Лабинский район,Лабинский р‑н,хутор,х.,Сладкий,44.4669,41.031075,1
Краснодарский край,Лабинский район,Лабинский р‑н,хутор,х.,Соколихин,44.64583,40.94917,1
Краснодарский край,Лабинский район,Лабинский р‑н,посёлок,п.,Соцгородок,44.4656056,40.7830917,1
Краснодарский край,Лабинский район,Лабинский р‑н,хутор,х.,Тегин,44.10278,41.19667,1
Краснодарский край,Лабинский район,Лабинский р‑н,станица,ст‑ца,Упорная,44.38333,41.01667,1
Краснодарский край,Лабинский район,Лабинский р‑н,хутор,х.,Харьковский,44.4710472,41.1484083,1
